image_urls,images,summary,title
http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,,"Roopa Iyer is an award-winning socially conscientious film director, actor (TV and Film), dancer, choreographer, model, business executive, humanitarian, a philanthropist, and a philosopher. She has been involved with over a dozen movies from acting to direction, and has orchestrated, organized and performed in numerous musical and dance events in over tens of countries around the world to support HIV infected children through ICA. Her film ""MUKHAPUTA – The Cover Page"", produced by Narayan Hosmane, about a child suffering from HIV/AIDS through India Classic Arts (ICA) has won worldwide accolades. 
Iyer is the recipient of multiple awards for her artistic achievement in film. She's known for her selfless contribution to society and indulging in creating awareness about HIV/AIDS among the people through her company ICA.",Roopa Iyer
http://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Sandhya_Mridul_at_an_event_at_Koh_hosted_by_Shruti_Seth_06.jpg/220px-Sandhya_Mridul_at_an_event_at_Koh_hosted_by_Shruti_Seth_06.jpg,,Sandhya Mridul (born 28 March 1975) is an Indian actress who appears in Bollywood films and television. She is most known for her roles in films like Saathiya (2002) and Page 3 (2005) and was first runner up on the reality dance show Jhalak Dikhhla Jaa (Season 2) (2007).,Sandhya Mridul
No Images Found,,"Sakshi Shivanand (born 15 April 1977) is an Indian actress, who has appeared in Telugu, Tamil, Kannada, Malayalam and Hindi films. Her most notable work is Aapko Pehle Bhi Kahin Dekha Hai which was directed by Anubhav Sinha and co-starred Priyanshu Chatterjee, Om Puri and Farida Jalal. She has also lent her voice to Cinderella in The Story of Cinderella, a popular animation television series which was telecast in India on Just Kids! on Sahara TV.",Sakshi Shivanand
http://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Saniya_Anklesaria_at_launch_of_%E2%80%98Life%E2%80%99s_Good%E2%80%99.jpg/220px-Saniya_Anklesaria_at_launch_of_%E2%80%98Life%E2%80%99s_Good%E2%80%99.jpg,,"Saniya Anklesaria is an actress who appears in Hindi films, commercials and TV shows. She is known for her role of Max in the popular Disney Channel India sitcom, The Suite Life of Karan & Kabir, an Indian adaptation of the American show The Suite Life of Zack & Cody and Guri Malhotra, a recurring character on the Disney hit series Best of Luck Nikki, an Indian adaptation of the American show Good Luck Charlie. She also appeared in mainstream Bollywood movies, like Rowdy Rathore, Raanjhanaa, Life's Good and  Bombairiya.",Saniya Anklesaria
http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Sanjeeda_at_STAR_Plus_Dandia_Shoot2_%28cropped%29.jpg/220px-Sanjeeda_at_STAR_Plus_Dandia_Shoot2_%28cropped%29.jpg,,Sanjeeda Sheikh  is an Indian actress who works in the Hindi television industry. She established herself as one of the most popular actresses in the television industry.,Sanjeeda Sheikh
http://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Sai_Pallavi_-_16.jpg/220px-Sai_Pallavi_-_16.jpg,,"Sai Pallavi Senthamarai is an Indian film actress and dancer who appears in Tamil, Telugu and Malayalam  films.  She is a recipient of several awards including two Filmfare Awards for her performances in the films Premam and Fidaa. 
Sai Pallavi first came into public attention for her role as Malar in the 2015 Malayalam film Premam. She was then cast alongside Dulquer Salmaan in the film Kali (2016). She made her Telugu debut playing the role Bhanumati in the 2017 romantic film Fidaa, co-starring with Varun Tej. When Fidaa was shown on television, it got the maximum TRP rating even during the fifth time. She made her Tamil debut with the film titled Diya directed by Vijay in 2018.Sai Pallavi is a doctor by education, she completed her MBBS(medical degree) in 2016 from the Tbilisi State Medical University, Georgia.

",Sai Pallavi
http://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Sai_Tamhankar_at_the_Lakme_Fashion_Week_2018_%E2%80%93_Day_5_%2812%29_%28cropped%29.jpg/220px-Sai_Tamhankar_at_the_Lakme_Fashion_Week_2018_%E2%80%93_Day_5_%2812%29_%28cropped%29.jpg,,Sai Tamhankar (born 25 June 1986) is an Indian actress known for her work in Hindi and Marathi film and television.,Sai Tamhankar
http://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Sarah-Jane_Dias_on_Day_3_of_Lakme_Fashion_Week_2017.jpg/220px-Sarah-Jane_Dias_on_Day_3_of_Lakme_Fashion_Week_2017.jpg,,"Sarah-Jane Dias is an Indian actress, host, VJ and former beauty queen. She was the winner of Femina Miss India 2007 and was a VJ for Channel V.",Sarah-Jane Dias
http://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Sanjjannaa.jpg/220px-Sanjjannaa.jpg,,"Sanjjanaa Galrani is an Indian model and film actress. Galrani made her film debut in the Tamil film Oru Kadhal Seiveer (2006), and soon known for her controversial role in the Kannada film Ganda Hendathi (2006). Her supporting role in the 2008 Telugu film Bujjigadu. In 2017, she played Chandri in the bilingual crime drama Dandupalya 2.",Sanjjanaa
http://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Shashikala.jpg/220px-Shashikala.jpg,,"Shashikala Om Prakash Saigal (née Jawalkar; born 4 August 1932), better known by her first name, is an Indian film and television actress, who has played supporting roles in over 100 Bollywood films.",Shashikala
http://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Sharmila_T_Lux-Award_2016.jpg/220px-Sharmila_T_Lux-Award_2016.jpg,,"Sharmila Tagore (also known as Begum Ayesha Sultana Khan following conversion to Islam and marriage; born 8 December 1944) is a former Indian film actress known for her works in Hindi cinema as well as Bengali cinema. She has received two National Film Awards and two Filmfare Awards for her performances. 
She led the Indian Film Censor Board from October 2004 till March 2011. In December 2005 she was chosen as a UNICEF Goodwill Ambassador. She was one of the International Competition's Jury Members at the 2009 Cannes Film Festival. In 2013, she was awarded Padma Bhushan by the Government of India.",Sharmila Tagore
http://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Shamita_Shetty_graces_the_red_carpet_of_Lakme_Fashion_Week_2018_%2808%29_%28cropped%29.jpg/220px-Shamita_Shetty_graces_the_red_carpet_of_Lakme_Fashion_Week_2018_%2808%29_%28cropped%29.jpg,,"Shamita Shetty (born 2 February 1979) is an Indian Bollywood actress and interior designer. She made her debut with the blockbuster Mohabbatein in 2000. Her portrayal of Ishika earned her the IIFA Award for Star Debut of the year. She was a contestant in the reality show, Bigg Boss in 2009. She later participated in Jhalak Dikhhla Jaa (2015) and Fear Factor: Khatron Ke Khiladi in 2019 and became one of the finalists.",Shamita Shetty
http://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Shweta_Gulati_Azaan_Premiere.jpg/190px-Shweta_Gulati_Azaan_Premiere.jpg,,Shweta Gulati is an Indian television actress best known for playing the role of Tia Ahuja in Remix and Dr. Nikita Malhotra in Dill Mill Gayye.,Shweta Gulati
No Images Found,,"Shylaja Nag is an Indian film actor and producer known for her works in Kannada cinema. Some of the notable films produced by Shylaja Nag includes  ′Yajamana′ (2019),  Puttakkana Highway (2011), Devara Naadalli (2016), Sakkare (2013), Gubbachigalu (2008) and Artha (2002–03). She owns Media House Studio, a production house . She is also partner of D Beats, a music company.",Shylaja Nag
http://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Shobhna_Samarth.jpg/220px-Shobhna_Samarth.jpg,,"Shobhana Samarth (17 November 1916 – 9 February 2000) was an Indian film actress, director and producer who began her career in the early days of talkie movies in the Hindi film industry, and continued in lead roles into the 1950s. She started in Marathi cinema. Her first Hindi film Nigahen Nafrat, was released in 1935. She is best remembered for her portrayal of Sita in Ram Rajya (1943). In 1997, she was honoured with the Filmfare Special Award for her contribution to arts.Samarth later produced and directed a pair of movies that launched the careers of her daughters, Nutan and Tanuja.",Shobhna Samarth
http://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Shilpa_Anand_On_location_shoot_of_film_%27The_Mall%27.jpg/220px-Shilpa_Anand_On_location_shoot_of_film_%27The_Mall%27.jpg,,"Shilpa Anand (born 10 December 1982 (1982-12-10)) professionally known as Ohanna Shivanand is a South African-Indian model, television and film actress who is known for her two different television roles as Dr. Riddhima Gupta and Dr. Shilpa Malhotra in Dill Mill Gayye. She has also starred in films and music videos. She was last seen in the movie Yeh Hai Lollipop (2016).",Ohanna Shivanand
http://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Shweta_Tiwari_on_%27Jhalak_Dikhhla_Jaa_Season_6%27.jpg/220px-Shweta_Tiwari_on_%27Jhalak_Dikhhla_Jaa_Season_6%27.jpg,,"Shweta Tiwari (born 4 October 1980) is an Indian film and television actress known for her portrayal of Prerna Basu in Kasautii Zindagii Kay, Sweety in Parvarrish and Bindiya Thakur in Begusarai. She has participated in the reality shows Bigg Boss 4, Comedy Circus Ka Naya Daur and Jhalak Dikhhla Jaa; the former two of which she won. She is portraying Guneet Sikka in Mere Dad Ki Dulhan as of 2019.",Shweta Tiwari
http://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Shobana_perfomence.jpg/220px-Shobana_perfomence.jpg,,"Shobana Chandrakumar Pillai (born 1966), better known mononymously as Shobana, is an Indian film actress and bharatanatyam dancer. She acts predominantly in Malayalam language, in addition to Telugu, Tamil, Hindi, Kannada and English language films. She has won two National Film Awards, one Kerala State Film Awards and numerous other awards.Shobana established herself as a leading actress in 1980s and 1990s. She has worked with directors such as Adoor Gopalakrishnan, G. Aravindan, K. Balachander, AM Fazil, Mani Ratnam, Bharathan, Uppalapati Narayana Rao, and Priyadarshan. She won the National Film Award for Best Actress twice, for her performances in the Malayalam film Manichitrathazhu (1993) and the English film Mitr, My Friend (2001). Consequent to the year 1999, Shobana turned extremely selective about her films.Shobana was trained under the Bharata Natyam dancers Chitra Visweswaran and Padma Subrahmanyam. She emerged as an independent performer and choreographer in her twenties and currently runs a dance school, Kalarpana, in Chennai. In 2006, the Government of India honoured her with the Padma Shri for her contributions towards the arts.
In 2014, the Kerala State Government honoured her with the Kala Ratna Award. In 2019, she was bestowed an honorary doctorate from Dr. M.G.R. Educational and Research Institute.",Shobana
http://upload.wikimedia.org/wikipedia/en/thumb/9/96/Silk_Smitha.jpg/220px-Silk_Smitha.jpg,,"Vijayalakshmi Vadlapati (December 2, 1960 – September 23, 1996), better known by her stage name Silk Smitha, was an Indian film actress who worked predominantly in South Indian films. She entered the industry as a side actress and was first noticed for her role as ""Silk"" in the 1979 Tamil film Vandichakkaram. She became a major sex symbol and the most sought-after erotic actress in the 1980s. In a career spanning 17 years, she appeared in over 450 films in Malayalam, Tamil, Telugu, Kannada and Hindi languages. On 23 September 1996, she was found dead in her apartment in Chennai, having committed suicide.",Silk Smitha
http://upload.wikimedia.org/wikipedia/en/thumb/6/69/P_vip.svg/21px-P_vip.svg.png,,"Shravanthi Sainath is an Indian film actress and classical dancer. She made her acting debut in the American film Life of Pi, which is directed by Ang Lee and box office success of the year 2012. As a newcomer to the film she took part in the Dubai International Film Festival red carpet walk. In 2015, she appeared as a T.V. Reporter in an Indian multi-lingual drama film Care of Footpath 2. She now hopes to make her career in Bollywood film industry.

",Shravanthi Sainath
http://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Shruti_Haasan_at_the_special_screening_of_the_short_film_Devi_%2832%29.jpg/220px-Shruti_Haasan_at_the_special_screening_of_the_short_film_Devi_%2832%29.jpg,,"Shruti Haasan (born 28 January 1986) is an Indian film actress and singer who works predominantly in Tamil, Telugu, and Hindi language films. Born in the Haasan family, she is the daughter of actors Kamal Haasan and Sarika Thakur. She is the recipient of several awards, including three  Filmfare Awards South, and has established herself as one of the leading actresses of South Indian cinema.
As a child artist, Haasan sang in films and appeared in a guest role in her father's directorial Hey Ram (2000), before making her adult acting debut in the 2009 Bollywood film Luck. She achieved recognition with leading roles in the Telugu romantic comedy Oh My Friend (2011), the Telugu fantasy film Anaganaga O Dheerudu (2011), and the Tamil science fiction thriller 7aum Arivu (2011). Her roles in the latter two earned her the Filmfare Award for Best Female Debut – South. Haasan went on to establish herself in South Indian cinema with several commercially successful films, including Gabbar Singh (2012), Vedalam (2015), Srimanthudu (2015), and Si3 (2017). She won the Filmfare Award for Best Actress – Telugu for the action comedy Race Gurram (2014). Haasan's Hindi film roles include the critically acclaimed crime film D-Day (2013), Ramaiya Vastavaiya (2013), the action film Gabbar Is Back (2015), and the comedy Welcome Back (2015).
In addition to acting, Haasan is also an established playback singer. She has received nominations for the Filmfare Award for Best Female Playback Singer – Tamil for singing ""Kannazhaga Kaalazhaga"" in 3 (2012) and ""Yeandi Yeandi"" in Puli (2015); and the Filmfare Award for Best Female Playback Singer – Telugu for ""Junction Lo"" in Aagadu (2014). Haasan began her career as a music director with her father's production Unnaipol Oruvan (2009) and has since formed her own music band.",Shruti Haasan
http://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Shraddha_Das.JPG/220px-Shraddha_Das.JPG,,"Shraddha Das (born 4 March 1987) is an Indian film actress and a singer who has appeared in multiple Telugu, Hindi, Malayalam, Kannada and Bengali films.",Shraddha Das
http://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Shraddha_Kapoor_promoting_Street_Dancer_3D.jpg/220px-Shraddha_Kapoor_promoting_Street_Dancer_3D.jpg,,"Shraddha Kapoor (born 3 March 1987) is an Indian actress and singer who works in Hindi films. She features in listings of the most popular and the highest-paid actresses in India and was featured by Forbes Asia in their 30 Under 30 list of 2016.
The daughter of actor Shakti Kapoor, she began her acting career with a brief role in the 2010 heist film Teen Patti, and followed it with her first leading role in the teen drama Luv Ka The End (2011). Kapoor gained wide recognition for playing a singer in the commercially successful romantic drama Aashiqui 2 (2013), for which she received a nomination for the Filmfare Award for Best Actress. The following year, she portrayed a character based on Ophelia in Vishal Bhardwaj's critically acclaimed  drama Haider (2014), an adaptation of William Shakespeare's tragedy Hamlet. Kapoor established herself with starring roles in the romantic thriller Ek Villain (2014), the dance drama ABCD 2 (2015) and the action drama Baaghi (2016). Following a series of poorly received films, her highest-grossing releases came with the comedy horror Stree (2018), the action thriller Saaho (2019), and the comedy-drama Chhichhore (2019).
In addition to acting in films, Kapoor has sung several of her film songs. She is the celebrity endorser for several brands and products, and in 2015, she launched her own line of clothing.",Shraddha Kapoor
No Images Found,,"Shraddha Srinath is an Indian film actress who predominantly appears in Kannada and Tamil films. She has also appeared in a number of Telugu, Hindi and Malayalam films. She gained wide acclaim for her role in the Kannada psychological thriller U Turn (2016) for which she won the Filmfare Award for Best Actress and also for her performances in Jersey, Urvi, Vikram Vedha , Nerkonda Paarvai and Operation Alamelamma. For the latter, she won Filmfare Award for Best Actress (Critics) – Kannada award. She won the Zee Cine Award Telugu 2020 as the Best find of the year - female.

",Shraddha Srinath
No Images Found,,"Sindhu Menon is an Indian film actress, who has mainly starred in Kannada, Telugu,  Malayalam and Tamil films. She debuted as a child artist in the 1994 Kannada film Rashmi.

",Sindhu Menon
http://upload.wikimedia.org/wikipedia/commons/thumb/1/13/SIMRAN_ACTOR.jpg/220px-SIMRAN_ACTOR.jpg,,"Simran Bagga (born Rishibhala Naval; 4 April 1976), also known by the mononym Simran, is an Indian film actress, producer and television personality. She has predominantly appeared in Tamil, Telugu language films, as well as a few films in Hindi, Malayalam and Kannada.
Simran was born in Mumbai and spent most of her childhood there. Although Simran initially aspired to become a fashion designer, she accepted offers to join the Indian film industry, which came as a result of her fame as an anchor in the show Superhit Muqabla, making her Bollywood debut in Sanam Harjai (1995). Having acted in a few Hindi films, she later achieved her first success with Tere Mere Sapne (1996) alongside Arshad Warsi. Subsequently, she made her debut in South Indian cinema through the Malayalam film Indraprastham in 1996, and starred in her first Kannada film Simhada Mari and Telugu film Abbai Gari Pelli the following year.
The same year, she debuted in Tamil through V. I. P. and was followed by a string of commercial successes in her early career. In 1999, Simran received critical praise for playing a blind woman in Thulladha Manamum Thullum. However, the turning point of her career came with the success of Vaali (1999), which made Simran the most successful actress in the industry. At the peak of her career she agreed to play the role of an antagonist in Parthen Rasithen (2000) and a suffering woman from a premarital agreement in Priyamaanavale (2000), both went on to become commercial and critical successes. She received her first Filmfare Award for Best Tamil Actress for Kannathil Muthamittal (2002), as the mother of an adopted 9-year-old daughter. Other than romantic dramas, Simran had also appeared in two comedy films alongside Kamal Haasan; Pammal K. Sambandam and Panchathantiram, both released in 2002. In Telugu, Simran starred in a series of commercially successful films; Samarasimha Reddy (1999), Kalisundam Raa (2000) and Narasimha Naidu (2001), and for latter both, she received Filmfare Award for Best Telugu Actress nominations. With the success of the 2004 Sci Fi film New, Simran left the film industry following her marriage with her childhood family friend Deepak Bagga. In 2008, she made a comeback to Tamil cinema with Vaaranam Aayiram, where she played the role of a mother and a wife to the characters played by Suriya and won the Filmfare Award for Best Supporting Actress.
In 1998, entertainment portal Rediff.com called her ""one of Tamil cinema's top female draws"". In 1999, she was featured in Forbes Magazine as the most prolific actress with a diverse portfolio from the Indian subcontinent. Well noted for her dancing and acting skills in the Indian film industry, she won three Filmfare Awards South including Best Female Debut for Once More, V. I. P. and Nerrukku Ner, one Tamil Nadu State Film Award for Best Actress for Thulladha Manamum Thullum, three Cinema Express Awards and was awarded the Kalaimamani award twice, in 1999 for her acting talent in films Thulladha Manamum Thullum & Vaali and in 2003 by appreciating her dancing skills.Having her film career spanning from 1995, she has featured in 93 Tamil, Telugu, Malayalam, Kannada and Hindi films.

",Simran (actress)
No Images Found,,"Srabanti Singh (born 13 August 1987), is an Indian actress who appears in Bengali language films. Srabanti primarily works in cinema of West Bengal, based in Kolkata.

",Srabanti Chatterjee
http://upload.wikimedia.org/wikipedia/en/2/27/Sindhu%28actress%29Image.jpg,,"Sindhu was a film actress who appeared in South Indian films. She is the daughter of actress Manjula Vijaykumar's sister Shamala.

",Sindhu (actress)
http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Sri_Divya.jpeg/220px-Sri_Divya.jpeg,,Sri Divya (born 1 April 1993) is an Indian film actress who works primarily in Tamil and Telugu films.,Sri Divya
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/30px-India_film_clapperboard_%28variant%29.svg.png,,"Sindhu Tolani is an Indian actress working in various languages such as Telugu, Tamil, Kannada and Hindi. Tolani was born in Mumbai, India on 19 July 1983. She has been a Fair & Lovely cream model girl in the North as well as a successful actress. She has given many hits in Telugu cinema.",Sindhu Tolani
http://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/SimranKaurMundi.jpg/220px-SimranKaurMundi.jpg,,Simran Kaur Mundi is an Indian actress who made her acting debut in the Hindi film Jo Hum Chahein in 2011. Prior to that she was a successful super model and was crowned Miss India Universe 2008 in Mumbai on 5 April 2008.She is currently married to Gurdas Maan's son Gurikk Maan in a private ceremony in Patiala on 31 January 2020.,Simran Kaur Mundi
http://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Smita_Patil_2013_stamp_of_India.jpg/220px-Smita_Patil_2013_stamp_of_India.jpg,,"Smita Patil (17 October 1955 – 13 December 1986) was an Indian actress of film, television and theatre. Regarded among the finest stage and film actresses of her times, Patil appeared in over 80 Hindi,  Marathi, Gujarati, Malayalam and Kannada films in a career that spanned just over a decade. During her career, she received two National Film Awards and a Filmfare Award. She was the recipient of the Padma Shri, India's fourth-highest civilian honour in 1985.
She made her film debut with Shyam Benegal's Charandas Chor (1975). She became one of the leading actresses of parallel cinema, a New Wave movement in India cinema, though she also appeared in several mainstream movies throughout her career. Her performances were often acclaimed, and her most notable roles include Manthan (1977), Bhumika (1977), Aakrosh (1980), Chakra (1981), Chidambaram (1985)  Mirch Masala (1985), and Waaris (1988).Apart from acting, Patil was an active feminist and a member of the Women's Centre in Mumbai. She was deeply committed to the advancement of women's issues and gave her endorsement to films which sought to explore the role of women in traditional Indian society, their sexuality, and the changes facing the middle-class woman in an urban milieu.Patil was married to actor Raj Babbar. She died on 13 December 1986 at the age of 31 due to childbirth complications. Over ten of her films were released after her death. Her son Prateik Babbar is a film actor who made his debut in 2008.",Smita Patil
No Images Found,,"Sithara (born Sithara Nair) is an Indian film actress known for her works predominantly in Malayalam, Tamil, Telugu, and Kannada films. She made her Tamil debut in 1989 with K. Balachander's Pudhu Pudhu Arthangal. She is best known for her performances in super-hit films such as Padayappa, Halunda Tavaru, Pudhu Vasantham. She is also known for her works in Television.In a film career spanning thirty years, she has starred in over sixty films in a variety of roles. Her recent Telugu hits include Srimanthudu, Shankaraabharanm, and Bhale Bhale Magadivoy.Sithara is making a comeback to Kollywood films with Nagesh Thiraiyarangam directed by Guinness record holder Isaq.",Sithara (actress)
http://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Sriti_Jha_zt_Zee-Rishtey-Awards_2018.jpg/220px-Sriti_Jha_zt_Zee-Rishtey-Awards_2018.jpg,,"Sriti Jha (born 26 February 1986) is an Indian television actress who appears in Indian soap operas. She rose to prominence with her roles in the shows Jiya Jale, Jyoti, Dil Se Di Dua... Saubhagyavati Bhava?, Balika Vadhu and Kumkum Bhagya. She won the Indian Telly Award for Best Actress in a Lead Role and ITA Award for Best Actress in Drama series for her portrayal as Pragya Mehra in Ekta Kapoor's drama series Kumkum Bhagya.

",Sriti Jha
http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,,Sunitha is an Indian actress known for her roles in films made in south India from 1986 to 1996.,Sunitha (actress)
http://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Suchitra.Krishnamoorthi.jpg/220px-Suchitra.Krishnamoorthi.jpg,,"Suchitra Krishnamoorthi is an Indian actress, writer, painter and singer.",Suchitra Krishnamoorthi
No Images Found,,"Sripriya is an Indian actress who played leading roles from 1973 to 1986. She started to play supporting roles from 1987 to 1992. She has acted in over 300 films in Tamil, Telugu, Kannada, Malayalam and Hindi language films. Mostly of 200 of these are Tamil films.
She has also directed films in Tamil and Telugu, including the 2014 film Drushyam in Telugu language.
She is a Core Committee Member of Makkal Needhi Maiam, a political party founded by Kamal Haasan.",Sripriya
http://upload.wikimedia.org/wikipedia/commons/thumb/0/00/MS_Subbulakshmi_2005_stamp_of_India.jpg/220px-MS_Subbulakshmi_2005_stamp_of_India.jpg,,"Madurai Shanmukhavadivu Subbulakshmi (16 September 1916 – 11 December 2004) was an Indian Carnatic singer from Madurai, Tamil Nadu. She was the first musician ever to be awarded the Bharat Ratna, India's highest civilian honour. She is the first Indian musician to receive the Ramon Magsaysay award, often considered Asia's Nobel Prize, in 1974 with the citation reading ""Exacting purists acknowledge Srimati M. S. Subbulakshmi as the leading exponent of classical and semi-classical songs in the carnatic tradition of South India. She was the First Indian who performed in United Nations General Assembly in 1966.""",M. S. Subbulakshmi
http://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Suchitra_Sen.jpg/220px-Suchitra_Sen.jpg,,"Suchitra Sen (Bengali pronunciation: [ʃuːtʃiːraː ʃeːn] listen ) (born as Roma Dasgupta) (listen ; 6 April 1931 – 17 January 2014) was an Indian film actress who worked in Bengali and Hindi cinema. The movies in which she was paired opposite Uttam Kumar became classics in the history of Bengali cinema.Sen was the first Indian actress to receive an award at an international film festival when, at the 1963 Moscow International Film Festival, she won the Silver Prize for Best Actress for Saat Pake Bandha. In 1972, she was awarded the Padma Shri, the fourth highest civilian award in India. From 1979 on, she retreated from public life and shunned all forms of public contact; for this she is often compared to Greta Garbo. In 2005, she refused the Dadasaheb Phalke Award, the highest cinematic award in India, to stay out of the public eye. In 2012, she was conferred the West Bengal Government's highest honour: Banga Bibhushan. Her first official release was Sukumar Dasgupta's Saat Number Kayedi (1953). She was catapulted to stardom after she was cast as Vishnupriya by Devaki Kumar Bose in his Bhagaban Shree Krishna Chaitanya (1953).

",Suchitra Sen
http://upload.wikimedia.org/wikipedia/en/thumb/4/4b/Srividya.jpg/220px-Srividya.jpg,,"Srividya, also known as Sreevidya, was an Indian film actress best known for her work predominantly in Malayalam and Tamil films with few Telugu, Kannada and Hindi films for 40 years.She acted in more than 800 films in her film career. In the latter part of her career, she concentrated on Malayalam films. In addition to acting, she occasionally worked as a playback singer as well. She was best known for restraint and subtlety in portrayal of varied emotions.She used her own voice for dubbing in all her movies in all languages. Srividya's personal life was full of tragedies. In 2006, she died of spine cancer, aged 53.

",Srividya
http://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Sridevi_2014.jpg/220px-Sridevi_2014.jpg,,"Sridevi (born Shree Amma Yanger Ayyapan; 13 August 1963 – 24 February 2018) was an Indian actress and producer, who worked in Tamil, Telugu, Hindi, Kannada and Malayalam. Regarded as the ""First female Superstar"" of Indian cinema, she was the recipient of various accolades, including a National Film Award, a Nandi Award, the Tamil Nadu State Film Award, the Kerala State Film Award, three Filmfare Awards and three Filmfare Awards South. In 2013, the Government of India awarded her with Padma Shri, the country's fourth highest civilian honor.  In a career that spanned five decades, she was known for her portrayals of women in challenging situations, and appeared in a range of genres, from slapstick comedy to epic dramas. Sridevi ranked as the highest-paid woman in the Indian entertainment industry in the 1980s and is widely regarded as one of the greatest and most influential actresses in the history of Indian cinema.Sridevi made her debut as child artist with the 1967 Tamil film Kandhan Karunai at the age of 4, and started her acting career in lead role as a child with M. A. Thirumugam’s 1969 mythological Tamil film Thunaivan. She continued to act as a child artist in Tamil, Telugu, Malayalam and Kannada films and made her Hindi film debut at age 9 with Rani Mera Naam (1972). Her first adult role came at age 13 with the Tamil film Moondru Mudichu (1976) and she established herself as one of the leading actresses of South Indian Cinema, with roles in 16 Vayathinile (1977), Thulavarsham (1976), Angeekaram (1977), Sigappu Rojakkal (1978), Padaharella Vayasu (1978), Vetagadu (1979), Varumayin Niram Sivappu (1980), Meendum Kokila (1981), Premabhishekam (1981), Moondram Pirai (1982), Aakhari Poratam (1988), Jagadeka Veerudu Atiloka Sundari (1990) and Kshana Kshanam (1991).
Following a notable appearance in romantic drama Julie (1975), Sridevi's first starring role in Hindi cinema came with the 1979 drama film Solva Sawan, and she received wider recognition with the 1983 film Himmatwala. She established herself in the industry with a string of successful films, including Mawaali (1983), Justice Chaudhry (1983), Tohfa (1984), Naya Kadam (1984), Maqsad (1984), Masterji (1985), Karma (1986), Nazrana (1987), Mr. India (1987), Waqt Ki Awaz (1988) and Chandni (1989). She received praise for her performances in films, including Sadma (1983), Nagina (1986), ChaalBaaz (1989), Lamhe (1991), Khuda Gawah (1992), Gumrah (1993), Laadla (1994), and Judaai (1997). Following the role of the titular protagonist in the television sitcom Malini Iyer (2004–2005), Sridevi returned to film acting in 2012 with the successful comedy-drama English Vinglish, and then starred in her 300th film role in the 2017 thriller Mom. She earned critical acclaim for her performances in both films, and for the latter was posthumously awarded the National Film Award for Best Actress.
Honorary awards were also conferred on her by the state governments of Andhra Pradesh and Kerala. Sridevi was voted 'India's Greatest Actress in 100 Years' in a CNN-IBN national poll conducted in 2013 on the occasion of the centenary of Indian cinema. On 24 February 2018, Sridevi was found dead in her guest room at the Jumeirah Emirates Towers Hotel, in Dubai, United Arab Emirates. The official coroner's report showed that she had accidentally drowned in the bathtub, with unconsciousness cited as a contributing factor. News of her death featured prominently in Indian and international media. She was married to film producer Boney Kapoor, with whom she had two children including actress Janhvi Kapoor.

",Sridevi
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/27px-India_film_clapperboard_%28variant%29.svg.png,,"Sudha Belawadi is an Indian film actress in the Kannada film industry, and a theatre artist in Karnataka, India. Some of the notable films of Sudha Belawadi as actress include Mathadana (2001), Mungaru Male (2006), Moggina Manasu (2008), Kaadu (1973).

",Sudha Belawadi
No Images Found,,"Revathy (born 24 September 1988), known by her stage name ""Kadhal"" Sandhya, is an Indian film actress who acts primarily in Tamil, Malayalam, Telugu and Kannada films. She made her debut as an actress in the 2004 Tamil film Kaadhal (2004), her performance in which earned her a Filmfare Award and Special Jury Award by Government of Tamil Nadu.

",Sandhya (actress)
