image_urls,images,summary,title
http://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Nilu_Phule.jpg/220px-Nilu_Phule.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Nilu_Phule.jpg/220px-Nilu_Phule.jpg', 'path': 'full/87bdf3207745fa52bdb0a4d5b2592daec22fbf4f.jpg', 'checksum': 'ce2cebe54b8ce560c8b4f9b53f59dc1d'}]","Nilu Phule (died 13 July 2009) was an Indian actor known for his roles in the Marathi language movies and Marathi theatre. Nilu Phule acted in around 250 Marathi and Hindi movies during his film career. He is widely regarded as one of the greatest and iconic actors to have graced the Marathi Cinema. He was most prominently seen playing the roles of notorious villains in the movies.
Phule was also a social worker, and was associated with Rashtra Seva Dal.",Nilu Phule
http://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Nedumudi_Venu_2008.jpg/220px-Nedumudi_Venu_2008.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Nedumudi_Venu_2008.jpg/220px-Nedumudi_Venu_2008.jpg', 'path': 'full/777f4eeee4b4b087bca96672031560a9c844dc94.jpg', 'checksum': 'a3405df1164bd19e676b3c3c674b043c'}]","Kesavan Venugopal (born 22 May 1948), known popularly by his stage name Nedumudi Venu, is an Indian film actor from Kerala, who predominantly works in the Malayalam Cinema. Widely regarded as one of the greatest actors in Indian cinema of all time, he has acted in more than 500 films, primarily in Malayalam and also in Tamil. He has also written screenplays and has directed one film. He has won two National Film Awards and six Kerala State Film Awards for his various performances.

",Nedumudi Venu
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/30px-India_film_clapperboard_%28variant%29.svg.png,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/30px-India_film_clapperboard_%28variant%29.svg.png', 'path': 'full/9791391d5ba76b5ca60dad452d67f9ddef1b33db.jpg', 'checksum': '495840ff54ab70605e8484a7131a03d2'}]","Parzaan Dastur is an Indian actor and writer. To many Indians, he is best remembered as the cute kid in the Dhara advertisement and the silent Sikh in Kuch Kuch Hota Hai.",Parzaan Dastur
http://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Nawazuddin_Siddiqui_-_IIFA_2017_Green_Carpet_%2836349709816%29_%28cropped%29.jpg/220px-Nawazuddin_Siddiqui_-_IIFA_2017_Green_Carpet_%2836349709816%29_%28cropped%29.jpg,,"Nawazuddin Siddiqui (born 19 May 1974) is an Indian actor, known for his works in Hindi cinema. An alumnus of the National School of Drama. Nawazuddin Siddiqui started getting roles in independent films; these were the films which gave him and Indian Cinema recognition internationally. Most of his Independent films have received critical acclaim at International Films Festivals, such as the Academy Awards, Cannes Film Festival, Berlin Film Festival, Busan Film Festival, Tribeca Film Festival, and the Asia Pacific Screen Awards.
Nawazuddin Siddiqui has appeared in four major cinemas, earning the title of Breakthrough Talent at the 2012 GQ Men of the Year Awards. Siddiqui’s feature film debut was alongside director Prashant Bhargava in Patang (2012), which premiered at the 2012 Berlin Film Festival, for which Nawazuddin Siddiqui was presented with the Thumbsup Trophy by the cinema critic Roger Ebert. He also gained international recognitions for his work alongside director Anurag Kashyap in Black Friday (2007), the Gangs of Wasseypur (2012) duology and Raman Raghav 2.0.
Siddiqui is best known for his roles in The Lunchbox (2013), which premiered as part of the International Critics' Week at the 2013 Cannes Film Festival and won him multiple awards, Manto (2018), a groundbreaking performance that won him Best Actor at the 2018 Asian Pacific Screen Awards, and Raman Raghav 2.0 for which he won the Fancine Malaga Award in Spain and in Asia Pacific Screen Awards, both in the category of Best Actor. Nawazuddin Siddiqui is the only Actor in the world to have 8 films officially selected and screened at the prestigious Cannes Film Festival.In spite of being very busy with film shoots, Siddiqui continues to take time out to farm in his native Uttar Pradesh. He is an active motivational speaker, drawing on his struggles and experiences to inspire. He stars in two Emmy nominated series, Sacred Games (2019), a two-season Netflix original series for which he was conferred with the GQ – Men of the Year Award 2018 for the second time and United Kingdom's McMafia directed by James Watkins. Recently Nawazuddin Siddiqui was awarded with the highest honorary, The Lesley Ho Asian Film Talent Award at the prestigious Singapore International Film Festival for his globally appreciated series Sacred Games duology.",Nawazuddin Siddiqui
http://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Katrina%2C_Neil_and_Kabir_on_the_sets_of_New_York.jpg/260px-Katrina%2C_Neil_and_Kabir_on_the_sets_of_New_York.jpg,,"Neil Nitin Mukesh (born 15 January 1982) is an Indian actor, who appears in Hindi-language films. He is the son, and grandson of singers Nitin Mukesh and Mukesh, respectively. 
After brief roles as a child artist in Vijay (1988) and Jaisi Karni Waisi Bharnii (1989), Mukesh decided to venture into acting after graduating from HR College with a bachelor's degree in commerce. He made his film debut in 2007 with the successful thriller Johnny Gaddaar, which earned him a Filmfare Award for Best Male Debut nomination. His first commercial success came when he garnered praise for his performance in the terrorism drama New York (2009), for which he was nominated for the Filmfare Award for Best Supporting Actor. Following a series of poorly received films, he made his debut in Tamil cinema with Kaththi (2014), which became one of the highest-grossing films in Tamil cinema. His highest-grossing releases came with the romantic drama Prem Ratan Dhan Payo (2015), the comedy horror Golmaal Again (2017) and the action thriller Saaho (2019); the former two rank among the highest-grossing Indian films of all time.",Neil Nitin Mukesh
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Swaroop_Sampat_and_Paresh_Rawal.jpg/220px-Swaroop_Sampat_and_Paresh_Rawal.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Swaroop_Sampat_and_Paresh_Rawal.jpg/220px-Swaroop_Sampat_and_Paresh_Rawal.jpg', 'path': 'full/c5183d1fdf9146710435bde40702648d2aef73e4.jpg', 'checksum': 'f0a7a375913696970f33545048e2acc2'}]","Paresh Rawal (born 30 May 1955) is an Indian film actor, comedian and politician known for his works notably in Bollywood. He was a member of parliament in the Lok Sabha of the Indian Parliament representing the Ahmedabad East constituency from 2014 to 2019. He is politically affiliated with the Bharatiya Janata Party. Rawal speaks Hindi, Gujarati, Marathi, Telugu and English fluently. In 1994, he won the National Film Award for Best Supporting Actor for his performances in the films Woh Chokri and Sir. For the latter, he received his first Filmfare Award for Best Comedian. This was followed by Ketan Mehta's Sardar, which saw him playing the lead role of freedom fighter Vallabhbhai Patel, a role that got him national and international acclaim.He has received wide recognition for his villainous roles in Telugu box office hits such as Kshana Kshanam (1991), Money (1993), Money Money (1995), Govinda Govinda (1994), Rikshavodu (1995), Bavagaru Bagunnara (1998), Shankar Dada M.B.B.S. (2004), and Teen Maar (2011). His other notable works in Hindi cinema are Naam (1986),  Shiva (1990), Mohra (1994), Tamanna (1996), Aitraaz (2004), Table No. 21 (2013) and Zilla Ghaziabad (2013).He then ventured into comedy, with hits such as Andaz Apna Apna (1994), Chachi 420 (1997), Hera Pheri (2000), Nayak (2001), Aankhen (2002), Awara Paagal Deewana (2002), Hungama (2003), Hulchul (2004), Deewane Huye Paagal (2005), Garam Masala (2005), Phir Hera Pheri (2006),  Golmaal: Fun Unlimited (2006), Bhagam Bhag (2006), Malamaal Weekly (2006), Bhool Bhulaiyaa (2007), Welcome (2007), One Two Three (2008),  Oye Lucky! Lucky Oye! (2008), Atithi Tum Kab Jaoge? (2010), OMG – Oh My God! (2012), Welcome Back (2015), Dharam Sankat Mein (2015), Tiger Zinda Hai (2017), Sanju  (2018), Patel Ki Punjabi Shaadi (2018) and Made in China (2019).",Paresh Rawal
http://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Pankaj_Kapur.jpg/220px-Pankaj_Kapur.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Pankaj_Kapur.jpg/220px-Pankaj_Kapur.jpg', 'path': 'full/af9fdf95a01265112a203fbc590416cdc59e4a24.jpg', 'checksum': '58a108d6fec20c1adaed6381738ee70e'}]","Pankaj Kapur (born 29 May 1954) is an Indian theatre, television and film actor. He is the father of actor Shahid Kapoor with his first wife, Neelima Azeem. He has appeared in several television serials and films. His most acclaimed film roles to date have been that of Inspector P.K. in Raakh (1989), Dr. Dipankar Roy in Ek Doctor Ki Maut (1991) and Abba ji, (based on Shakespeare's King Duncan) in Vishal Bhardwaj's adaptation of Macbeth; Maqbool (2004), all three roles which got him National Film Awards.In the 1980s, he became a household name through the TV series Karamchand, a  comedy television series in the detective genre. And in the millennium, Office Office, a comic satire on prevalent corruption in India.",Pankaj Kapur
http://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Omi_Vaidya.JPG/220px-Omi_Vaidya.JPG,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Omi_Vaidya.JPG/220px-Omi_Vaidya.JPG', 'path': 'full/eb0b409d5b6e233b2f1ea992392fe34477901d95.jpg', 'checksum': '3b84e36dc49ad22bcfe8928e150d192e'}]","Omi Vaidya (born January 10, 1982) is an American actor, best known for his performance as Chatur Ramalingam or ""The Silencer"" in the 2009 Bollywood film, 3 Idiots. In addition, Vaidya has directed two short films and worked as an editor on others. He has also appeared in a number of television programs and commercials. He is of Indian descent.",Omi Vaidya
http://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Prashanth_at_Saahasam_Audio_Launch.jpg/220px-Prashanth_at_Saahasam_Audio_Launch.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Prashanth_at_Saahasam_Audio_Launch.jpg/220px-Prashanth_at_Saahasam_Audio_Launch.jpg', 'path': 'full/8e1dd232a1673b786df49111752d006c6ce3b758.jpg', 'checksum': '7f36915e440fd0019c9d9f8b12eb1c10'}]","Prashanth (born 6 April 1973) is an Indian film actor and businessman, known for his works predominantly in Tamil cinema. He has also appeared in few Telugu, Hindi and Malayalam films. The son of actor-director Thiagarajan, Prashanth began his career at 17 by appearing in Vaigasi Poranthachu (1990) and went on to feature in other films including Balu Mahendra's Vanna Vanna Pookkal (1992), R. K. Selvamani's Chembaruthi (1992), K. Rushendra Reddy's Tholi Muddhu (1993), and Mani Ratnam's action-comedy Thiruda Thiruda (1993).
Prashanth rose to stardom with Shankar's blockbuster romantic comedy Jeans (1998) in which he played dual lead roles as identical twins alongside Aishwarya Rai. The success of this film saw him garner opportunities to work in bigger film projects and in the late 1990s, he featured in a series of breakthrough films such as Kannedhirey Thondrinal (1998), Kaadhal Kavithai (1998) and Jodi (1999).",Prashanth
http://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Prassana_%28cropped%29.JPG/220px-Prassana_%28cropped%29.JPG,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Prassana_%28cropped%29.JPG/220px-Prassana_%28cropped%29.JPG', 'path': 'full/30b8b2a1783b9e459871fd33aae8b79d08470c90.jpg', 'checksum': '8403b67b7d9ef9bfc9e2615418bdef97'}]","Prasanna Venkatesan, often credited mononymously as Prasanna, is an Indian actor in the Tamil film industry.
He made his first success in Five Star in 2002, which was produced by Mani Ratnam. Apart from lead roles, he has also played supporting roles.. His film   
Achchamundu! Achchamundu!, in which he starred alongside Sneha and American actor John Shea, was screened at many International film festivals, such as Shanghai and Cairo International Film Festival Cairo.. He is popularly known as ""The Handsome Hunk"" of Tamil industry.",Prasanna (actor)
http://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Parmeet_sethi.jpg/220px-Parmeet_sethi.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Parmeet_sethi.jpg/220px-Parmeet_sethi.jpg', 'path': 'full/599fca994cd123a433516ea778cbcb8d801e89f9.jpg', 'checksum': '5446f7dc4e3ed0cc0a277335faf721c2'}]","Parmeet Sethi is an Indian film actor, director and writer.",Parmeet Sethi
http://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Pankaj_Tripathi_World_Premiere_Newton_Zoopalast_Berlinale_2017_06.jpg/220px-Pankaj_Tripathi_World_Premiere_Newton_Zoopalast_Berlinale_2017_06.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Pankaj_Tripathi_World_Premiere_Newton_Zoopalast_Berlinale_2017_06.jpg/220px-Pankaj_Tripathi_World_Premiere_Newton_Zoopalast_Berlinale_2017_06.jpg', 'path': 'full/8d58783e948f863221bdc62396e4d8317d07b291.jpg', 'checksum': 'aebf5e4312e97311060faf628b5ecd46'}]","Pankaj Tripathi is an Indian actor who appears predominantly in Hindi films. He debuted in 2004 with a minor role in Run and Omkara and has since worked in more than 40 films and 60 television shows. Tripathi's breakthrough came in 2012 for his supporting role in the Gangs of Wasseypur film series. He has since received critical appraisal for multiple films, including Fukrey (2013), Masaan (2015), Nil Battey Sannata (2016), Bareilly Ki Barfi (2017), Newton (2017), Fukrey Returns (2017) and Stree (2018). For Newton, Tripathi earned several awards including a National Film Award – Special Mention.",Pankaj Tripathi
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Mohanlal_BNC.jpg/110px-Mohanlal_BNC.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Mohanlal_BNC.jpg/110px-Mohanlal_BNC.jpg', 'path': 'full/228c6bc82dc6b43e05adf6c84b2610c976afffff.jpg', 'checksum': 'c44bed7f6cdc7c6343291a3c731efce9'}]","Pranav Mohanlal (born 13 July 1990) is an Indian actor, singer, and songwriter, who works in Malayalam film industry. The son of actor Mohanlal, he began acting as a child with a minor role in his father's film Onnaman (2002), followed by a leading role in Punarjani in the same year, for which he won the Kerala State Film Award for Best Child Artist. He then decided to take a break from acting to focus on his studies. After that he kept a distance away from cinema and was not keen on returning to pursue acting anytime soon. He graduated with a bachelor's degree in philosophy from the University of New South Wales.
Pranav returned to films in 2015 as an assistant director to Jeethu Joseph and worked in two films—Papanasam and Life of Josutty. He appeared in the leading role in the 2018 film Aadhi, directed by Jeethu, which emerged as one of the highest-grossing Malayalam films of the year. He won the SIIMA Award for Best Debut Actor for the role. He also debuted as a singer-songwriter with the film by writing, singing and performing the song ""Gypsy Women"".",Pranav Mohanlal
http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Prosenjit_Chatterjee.jpg/220px-Prosenjit_Chatterjee.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Prosenjit_Chatterjee.jpg/220px-Prosenjit_Chatterjee.jpg', 'path': 'full/89d60a0531df9a222471aa6a3341aaf74cfde672.jpg', 'checksum': '50e7b45e922324b65878d0875970e02e'}]","Prosenjit Chatterjee (born 30 September 1962) is an Indian film actor and producer who works predominantly in Bengali and Hindi cinema. He is the son of actor Biswajit Chatterjee. He began his acting career as a child actor in Hrishikesh Mukherjee's Chotto Jigyasa, for which he won the Bengal Film Journalists' Association – Most Outstanding Work of the Year Award. Following this he appeared in other films as a child actor. His first leading role came through Bimal Roy's Duti Pata.Prosenjit's breakthrough role came opposite Vijeta Pandit in Amar Sangi (1987), a highly successful romantic drama directed by Sujit Guha. He made his debut in Hindi cinema with David Dhawan directed Aandhiyan (1990). Apart from appearing in a series of masala films, he started doing middle-of-the-road cinema with Chokher Bali which starred Aishwarya Rai Bachchan in her debut Bengali film and which met with critical and commercial success upon release. He again came back in doing commercial films and in 2006, he again collaborated with Rituparno Ghosh for Dosar and received the Best Actor Award and National Film Award - Special Jury Award / Special Mention (Feature Film) for his performance in the film.In 2009, Prosenjit once again collaborated with Ghosh for Shob Charitro Kalponik, which won the National Film Award for Best Feature Film in Bengali. In 2010, Prosenjit got another breakthrough by portraying the lead character of Arun Chatterjee in debutant Srijit Mukherji's Autograph, for which he was nominated at MIAAC (Mahindra Indo-American Arts Council) film festival, under the Best Actor category. He portrayed the role of Lalon, a noted spiritual leader, poet and folk singer of Bengal in the 19th century in Goutam Ghose directorial Moner Manush and Anthony Firingee in the National Film Awards winning film, Jaatishwar. He went to earn further recognition and wider appeal for his roles in the romantic thriller Khawto, the drama Praktan, the thriller Traffic, the drama Shankhachil, the crime film Zulfiqar and have committed to star in the Hindi films 3 Dev, alongside Kay Kay Menon, Raima Sen, Karan Singh Grover and Tabeer alongside Neeraj Kabi.Chatterjee produced the Ghosh scripted the television series Gaaner Oparey, which launched the careers of brothers Arjun Chakraborty and Gaurav Chakraborty and Mimi Chakraborty as well. In 2016, he debuted on the non-fiction category of television with a 97-episode mini-series, titled Mahanayak. Produced by Shree Venkatesh Films and directed by Birsa Dasgupta, the show starred Paoli Dam, Tanushree Chakraborty and Priyanka Sarkar in other pivotal roles and was based on the life of a superstar of 60's era — a life fraught with career highs and personal turbulences. He has successful pairings with every heroines he had worked with like Vijyeta Pandit, Juhi Chawla, Deepika Chikhalia, Farah Naaz, Neelam Kothari, Ayesha Julekha, Aishwariya Rai, Manisha Koirala, Bipasha Basu, Preity Zinta, Rani Mukherjee, Sonam, Arpita Chatterjee, Debashree Roy, Rituparna Sengupta, Raima Sen and so.",Prosenjit Chatterjee
http://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/ParikshitSahni.jpg/220px-ParikshitSahni.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/ParikshitSahni.jpg/220px-ParikshitSahni.jpg', 'path': 'full/d42df56a8c7279b3615451bbe319221a14bc8d04.jpg', 'checksum': 'b9ac92f8a97c58c3c8b70515928db7c1'}]","Parikshit Sahni (born 1 January 1940) is an Indian film and television actor, who is most known for playing the lead in TV series Barrister Vinod, Gul Gulshan Gulfaam (Doordarshan) and Gaatha (Star Plus). He has also appeared in three of Rajkumar Hirani's blockbuster films Lage Raho Munna Bhai, 3 Idiots, and PK.
He is the son of noted actor Balraj Sahni and nephew of writer Bhisham Sahni.",Parikshit Sahni
http://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Rahman_wiki.jpg/230px-Rahman_wiki.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Rahman_wiki.jpg/230px-Rahman_wiki.jpg', 'path': 'full/c55bf3f47153fd00fdd3969df8944f51efca9cac.jpg', 'checksum': '4ce42d05dc21da9e5db55465d41669be'}]","Rahman (born Rashin Rahman) is an Indian film actor who has starred in over 150 films, primarily Malayalam, Tamil and Telugu films.At 90's Rahman is a superstar of Malayalam film industry. In Tamil and Telugu cinema, he is also known by the screen names Raghuman and Raghu.
Rahman made his debut in Koodevide (1983), for which he won his first Kerala State Award for Best Supporting Actor. He was a popular teen idol in Malayalam cinema during the 1980s, later on he became a lead actor in Tamil cinema during the late 1980s and early 1990s. He eventually shifted to Tamil and Telugu films during the 1990s. He did make a comeback in Malayalam films since 2004 and has been acting in leading and supporting roles in Tamil and Telugu films after the 2000s.",Rahman (actor)
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/30px-India_film_clapperboard_%28variant%29.svg.png,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/30px-India_film_clapperboard_%28variant%29.svg.png', 'path': 'full/9791391d5ba76b5ca60dad452d67f9ddef1b33db.jpg', 'checksum': '495840ff54ab70605e8484a7131a03d2'}]","Ramakrishna (born c. 1951), also known as Neernalli Ramakrishna, is an Indian actor who works predominantly in Kannada cinema, and known for his portrayal of character roles as a lead actor. He was born into the Havyaka Brahmin community in Neernalli, near Sirsi, in the erstwhile North Canara (now Uttara Kannada) region of Mysore State. In his career spanning over 30 years, he has appeared in over 200 films, mostly Kannada and a handful in Tamil and Telugu cinema; he appeared in a lead role in K. Balachander's Poikkal Kudhirai (1983). A protégé of the renowned filmmaker Puttanna Kanagal, he featured in some of the latter's best works such as Ranganayaki (1981), Maanasa Sarovara and Amrutha Ghalige (1984). Since the 1990s, he has appeared mostly in supporting roles.
At the 2004 general elections, he contested from the erstwhile Kanara Lok Sabha constituency and lost, representing the Janata Party (JP).",Ramakrishna (Kannada actor)
http://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Sathya_tic.jpg/220px-Sathya_tic.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Sathya_tic.jpg/220px-Sathya_tic.jpg', 'path': 'full/c83c19192ba245f90c0103ade66a12f11e0a03fa.jpg', 'checksum': 'b4ce61418cfd7b1fa17ceb76076ee2f5'}]","S. Sathyendra is a theatre, serial, telefilm, documentary and film actor who has acted in sixty films in Kannada, Tamil, Telugu, Hindi, Malayalam and German languages. In addition, he is also a translator and interpreter in various Indian and foreign languages, and has also produced, directed and acted in short films.",S. Sathyendra
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Rajit_Kapoor.jpg/220px-Rajit_Kapoor.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Rajit_Kapoor.jpg/220px-Rajit_Kapoor.jpg', 'path': 'full/5fc969adc5f60d57f4c0bba22b1f9065b5a4e2a2.jpg', 'checksum': '98104881dc4cb1f8a6d90c2c2f03210a'}]","Rajit Kapur  is an Indian film and theater actor and director. He is known for his portrayal of Mahatma Gandhi in the 1996 film, The Making of the Mahatma. Other notable roles are as the protagonist Unni in the Malayalam film Agnisakshi, and the fictional detective Byomkesh Bakshi in the eponymous television series, directed by Basu Chatterjee and broadcast on Doordarshan. His debut film was Suraj Ka Satvan Ghoda (1992), directed by Shyam Benegal.",Rajit Kapur
http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"[{'url': 'http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png', 'path': 'full/c158a89d0e792c2571c24fd6db98c0d91aefc851.jpg', 'checksum': '9668b2a09547a790f2b65de79fab1924'}]","N. Santhanam is an Indian film actor and producer whose main works are in Tamil cinema. Beginning his career as a comedian on television, he rose to fame through his performances in STAR Vijay's Lollu Sabha enacting the lead role in spoofs of Tamil films. He was subsequently given a chance by actor Silambarasan to feature in a supporting role in Manmadhan (2004) and then was signed on to appear in a host of films, notably winning good reviews for his work in Sachien (2005) and Polladhavan (2007). He appeared in a one-off leading role in Shankar's production Arai En 305-il Kadavul (2008) and Dagaalty(2020)subsequently became a staple feature as a comedian in successful Tamil films during the period, with his market popularity helping stuck films find distributors.Santhanam has also had embarked on collaborations with directors including gaining positive reviews for his work in M Rajesh's comic trilogy of Siva Manasula Sakthi (2009), Boss Engira Bhaskaran (2010) and Oru Kal Oru Kannadi (2012), winning the Vijay Award for Best Comedian for each one. He has also repeatedly collaborated in the films of A L Vijay, Siva and Sundar C as well as in films featuring Silambarasan, Arya and Udhayanidhi Stalin.
His consistently well-received performances and box office appeal in the early 2010s prompted the film industry to dub him as the ""Comedy Superstar"". In 2012, he began a film production company named Handmade Films and produced his first film, Kanna Laddu Thinna Aasaiya (2013), which went on to become a commercially successful venture. Meanwhile, in 2014, he starred in the leading role again in the action comedy Vallavanukku Pullum Aayudham, winning critical and commercial acclaim.",Santhanam (actor)
http://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Priyanka_Chopra_%26_Ram_Charan_at_Promotion_of_%27Zanjeer%27_on_Jhalak_Dikhhla_Jaa.jpg/220px-Priyanka_Chopra_%26_Ram_Charan_at_Promotion_of_%27Zanjeer%27_on_Jhalak_Dikhhla_Jaa.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Priyanka_Chopra_%26_Ram_Charan_at_Promotion_of_%27Zanjeer%27_on_Jhalak_Dikhhla_Jaa.jpg/220px-Priyanka_Chopra_%26_Ram_Charan_at_Promotion_of_%27Zanjeer%27_on_Jhalak_Dikhhla_Jaa.jpg', 'path': 'full/78147112cbbb7ae9cb43bab8f11e459aa764267c.jpg', 'checksum': 'e5ae6aee77b00b342a7560f363404bc5'}]","Ram Charan (born 27 March 1985) is an Indian film actor, producer, and entrepreneur who works in Telugu cinema. He is one of the most popular and influential actors in Tollywood and has featured in Forbes India's Celebrity 100 list since 2013. Charan is the recipient of several awards, including three Filmfare Awards, two Nandi Awards, two CineMAA Awards, and two Santosham Best Actor Awards.  The son of actor Chiranjeevi and Surekha, Charan made his acting debut in the successful action film Chirutha (2007), for which he won the Filmfare Award for Best Male Debut – South. Charan rose to prominence with a starring role opposite Kajal Aggarwal in S.S. Rajamouli's fantasy action film Magadheera (2009), which is one of the highest-grossing Telugu films of all time. He won several accolades for this film, including the Filmfare Award for Best Actor - Telugu.
Charan established himself as a leading Tollywood actor with the commercially successful films such as Racha (2012), Naayak (2013), Yevadu (2014), Dhruva (2016) and Rangasthalam (2018), which ranks as his highest-grossing release. He won his second Filmfare Award for Best Actor - Telugu for his performance in  Rangasthalam.
In 2016, Charan established his own production house, the Konidela Production Company, under which he produces films. Beyond his film career, he owns the polo team Ram Charan Hyderabad Polo Riding Club.",Ram Charan
http://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Rajesh_Khanna_signature.svg/128px-Rajesh_Khanna_signature.svg.png,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Rajesh_Khanna_signature.svg/128px-Rajesh_Khanna_signature.svg.png', 'path': 'full/6db921d8bdbb68b7188579d0d49bfea9608db698.jpg', 'checksum': '5b9241c22dcfdfa89e380a1df0a79e44'}]","Rajesh Khanna (pronounced [rɑːˈdʒeːʃ kʰənˈnə], pronunciation , born Jatin Khanna; 29 December 1942 – 18 July 2012) was an Indian actor, film producer and politician who is best known for his work in the Hindi cinema. He is referred to as the ""First Superstar"" of Indian cinema. He starred in 15 consecutive solo hit films from 1969 to 1971, a record unbroken.He did 106 solo hero films of which 97 were released between 1967 and 2013.He acted in only 22 films with multi-star cast. 82 of the 127 films with Rajesh Khanna as the lead protagonist (of them 117 released and 11 unreleased) were critically acclaimed films with ratings above 4 stars out of 5 by film reviewers of various newspapers of that time unanimously.He made his debut in 1966 with Aakhri Khat  which was also India's first official Oscar Entry in 1967. During his career he appeared in more than 168 feature films and 12 short films. He received the Filmfare Best Actor Award three times and the BFJA Awards for Best Actor (Hindi) four times. In 1991, he was awarded the Filmfare Special Award for completing 26 years in the Hindi cinema and in 2005, he was honoured with the Filmfare Lifetime Achievement Award on the 50th Anniversary of the Filmfare Awards. He was the highest paid Indian actor from 1970 to 1987 whereas Amitabh Bachchan  shared the same tag with Rajesh Khanna from 1980 to 1987.He was a Member of Parliament in the 10th Lok Sabha from New Delhi Lok Sabha constituency between 1992 and 1996, elected in the 1992 New Delhi by-election as an Indian National Congress candidate.He was married to Dimple Kapadia in March 1973, eight months before her debut film Bobby was released and had two daughters from the marriage. Their elder daughter Twinkle Khanna is an actress and a best selling author who is married to actor Akshay Kumar, while they also have a younger daughter Rinke Khanna.Khanna died on 18 July 2012, after a period of illness. He has been posthumously awarded India's third highest civilian honour, Padma Bhushan. He has also been honoured with a stamp and statue in his likeness, and a road renamed after him by the Prime Minister of India. In 2014, his biography Rajesh Khanna – The untold story of India's first Superstar by Yasser Usman was published by Penguin Books. In 2018, a one kilometre fitness trail in Lajpat Nagar National Park was named after Khanna, which was inaugurated by his wife Dimple Kapadia.

",Rajesh Khanna
http://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Rajesh_Krishnan.jpg/220px-Rajesh_Krishnan.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Rajesh_Krishnan.jpg/220px-Rajesh_Krishnan.jpg', 'path': 'full/7c23072d1b10bdfd4d11e9ee68e550d5648f9f3d.jpg', 'checksum': 'cb847a6569ff3595d75785e24ecbd80e'}]","Rajesh Krishnan is an Indian melody playback singer and film actor. Although he is popularly known for his works in Kannada films, he has sung 5000 songs in Kannada, 500 in Telugu and more than 250 songs in Tamil, Hindi and other languages  Making his mainstream debut in the film Gauri Ganesha (1991), he has sung for many feature films, devotional albums, theme albums and commercials in a career spanning over almost two decades.",Rajesh Krishnan
